Building_ID,Building_Name,Latitude,Longitude,Building RSU,RFS_Status,Location Type,Total HPs,Total Spare,Actual Util Count,Util %,Final Tagging
46283,Bridge View Cooperative Housing Society_FXA,19.04392985,73.01686985,Bridge View Cooperative Housing Society Bldg No-7_FXA,RFS,GHS,16,16,0,0%,Zero utilised
192883,Bridge View_2VM,18.97119343,72.83382385,Bridge View North Wing_2VM,RFS,High-rise,48,44,4,8%,Rest
192884,Bridge View_2VM,18.97141571,72.83379713,Bridge View South Wing_2VM,RFS,High-rise,72,68,4,6%,Rest
132980,Bright High School and Jr College_0UB,19.15125433,72.94122807,Bright High School and Jr College_0UB,RFS,Flatbed,8,8,0,0%,Zero utilised
19205,Bright International School_2WB,19.29083157,72.86975863,Bright International School_2WB,RFS,High-rise,8,6,2,25%,Rest
LCO3022,Bright Silver_US6,18.96659657,73.01304217,Bright Silver _US6,RFS,GHS,8,7,1,13%,Rest
49921,Bright Start Chs_0HY,19.22258471,72.98378664,Bright Start Chs B1_0HY,RFS,High-rise,32,32,0,0%,Zero utilised
49921,Bright Start Chs_0HY,19.22258471,72.98378664,Bright Start Chs B2_0HY,RFS,High-rise,24,24,0,0%,Zero utilised
131474,BRIGHT SUNAITA CHSL_2VU,19.08276543,72.91214163,BRIGHT SUNAITA CHSL Bldg No-15 WING-A_2VU,RFS,High-rise,32,30,2,6%,Rest
131474,BRIGHT SUNAITA CHSL_2VU,19.08276543,72.91214163,BRIGHT SUNAITA CHSL Bldg No-15 WING-B_2VU,RFS,High-rise,32,28,4,13%,Rest
14337,Brightland CHS_NYK,19.22270539,72.98274036,Brightland 1 CHSL-B1_NYK,RFS,High-rise,24,21,3,13%,Rest
14337,Brightland CHS_NYK,19.22270539,72.98274036,Brightland 1 CHSL-B2_NYK,RFS,High-rise,24,19,5,21%,Rest
19670,Brightland CHS_NYK,19.22284918,72.98270284,Brightlands III CHSL-D1_NYK,RFS,High-rise,24,20,4,17%,Rest
19670,Brightland CHS_NYK,19.22284918,72.98270284,Brightlands III CHSL-D2_NYK,RFS,High-rise,24,22,2,8%,Rest
172454,Brighton Apartments_WAT,18.95489814,72.79609233,Brighton Apartments Bldg No-1_WAT,RFS,High-rise,24,16,8,33%,Rest
169894,Brighton Bunglow_ARS,19.143508,72.8262854,Brighton Bunglow 2A_ARS,RFS,Flatbed,8,6,2,25%,Rest
44479,Brighton Tower_ARS,19.14275426,72.82549542,Brighton Bunglow 9_ARS,RFS,Flatbed,8,5,3,38%,Rest
193829,Brighton Tower_ARS,19.14334577,72.82586686,Brighton Tower_ARS,RFS,High-rise,128,85,43,34%,P1
192693,Brighton Towers_2RH,19.17501589,72.97191842,Brighton Towers_2RH,RFS,High-rise,64,46,18,28%,Rest
83052,BRIJ BHOOMI CHSL_VLA,19.09760551,72.84977401,BRIJ BHOOMI CHSL B WING_VLA,RFS,High-rise,8,8,0,0%,Zero utilised
LCO1895,Brij Bhoomi Height_QS9,18.96580965,73.02013969,Brij Bhoomi Height_QS9,RFS,High-Rise,48,37,11,23%,Rest
LCO3089,Brij Dham chsl_US6,18.9701008,73.0172671,Brij Dham chsl_US6,RFS,GHS,16,16,0,0%,Zero utilised
79801,BRIJ KUTIR_PLD,19.02658982,72.8404893,BRIJ KUTIR_PLD,RFS,GHS,32,31,1,3%,Rest
100879,Brijesh CHS_BOA,19.22065891,72.84861084,Brijesh CHS_BOA,RFS,High-rise,32,32,0,0%,Zero utilised
171608,Brijraj Villa_MC9,19.05306412,73.07196348,Brijraj Villa_MC9,RFS,Flatbed,16,8,8,50%,Rest
170107,Brijwasi Excellentia_GOR,19.1628199,72.85141195,Brijwasi Excellentia_GOR,RFS,GHS,8,6,2,25%,Rest
14332,Brijwasi Industrial Estate_GOR,19.16227093,72.85145083,Brijwasi Industrial Estate_GOR,RFS,High-rise,24,5,19,79%,Rest
94134,BRILLANTO TEXTILE MILLS_ASO,19.12107985,72.87228668,Brillanto House (BRILLANTO TEXTILE MILLS)_ASO,RFS,GHS,48,17,31,65%,Rest
134410_1,Kalpataru Radiance_1KL,19.15766527,72.84212667,Brilliance Wing B - Kalpataru Radiance_1KL,RFS,High-rise,192,134,58,30%,P1
18608,Brindaban 2 Chs LTD_ASI,19.13788307,72.87030659,Brindaban 2 Chs LTD A2_ASI,RFS,High-rise,56,50,6,11%,Rest
18608,Brindaban 2 Chs LTD_ASI,19.13788307,72.87030659,Brindaban 2 Chs LTD B2_ASI,RFS,High-rise,48,45,3,6%,Rest
18608,Brindaban 2 Chs LTD_ASI,19.13788307,72.87030659,Brindaban 2 Chs LTD C2_ASI,RFS,High-rise,32,28,4,13%,Rest
103479,Brindaban CHS_ASI,19.13756854,72.86856042,Brindaban CHS 3_ASI,RFS,High-rise,48,44,4,8%,Rest
106654,Brindaban Radha Chs_BTT,19.20719652,72.98452201,Brindaban Radha Chs - A45_BTT,RFS,GHS,16,15,1,6%,Rest
106654,Brindaban Radha Chs_BTT,19.20719652,72.98452201,Brindaban Radha Chs - B45_BTT,RFS,GHS,24,22,2,8%,Rest
42925_1,New Evershine Chs_MML,19.19115432,72.83106067,Brindavan Apartment A WING_MML,RFS,High-rise,32,25,7,22%,Rest
42925_1,New Evershine Chs_MML,19.19115432,72.83106067,Brindavan Apartment B WING_MML,RFS,High-rise,32,22,10,31%,Rest
40690,Brindavan Apartment_2OR,19.23480311,72.8410575,Brindavan Apartment_2OR,RFS,High-rise,32,25,7,22%,Rest
193416,Brindavan CHS_AOR,19.11151428,72.85270683,Brindavan CHS A Wing_AOR,RFS,GHS,16,15,1,6%,Rest
193417,Brindavan CHS_AOR,19.11153747,72.85262951,Brindavan CHS B Wing_AOR,RFS,GHS,16,14,2,13%,Rest
193418,Brindavan CHS_AOR,19.11155591,72.85245282,Brindavan CHS C Wing_AOR,RFS,GHS,16,15,1,6%,Rest
193419,Brindavan CHS_AOR,19.1115794,72.85238946,Brindavan CHS D Wing_AOR,RFS,GHS,16,16,0,0%,Zero utilised
193420,Brindavan CHS_AOR,19.11146371,72.85289302,Brindavan CHS E Wing_AOR,RFS,GHS,24,24,0,0%,Zero utilised
102878,Brindavan CHS_AM1,19.16348613,72.9493212,Brindavan CHS_AM1,RFS,GHS,24,24,0,0%,Zero utilised
19309,Brindavan CHS_PWU,19.12456269,72.91629247,Brindavan CHS_PWU,RFS,High-rise,8,2,6,75%,Rest
79378,BRINDAVAN CHSL_1U7,19.05516061,72.88293946,BRINDAVAN CHSL B WING_1U7,RFS,GHS,16,15,1,6%,Rest
79378,BRINDAVAN CHSL_1U7,19.05516061,72.88293946,BRINDAVAN CHSL BLG A (A WING)_1U7,RFS,GHS,8,7,1,13%,Rest
79378,BRINDAVAN CHSL_1U7,19.05516061,72.88293946,BRINDAVAN CHSL BLG A (B WING)_1U7,RFS,GHS,8,7,1,13%,Rest
79378,BRINDAVAN CHSL_1U7,19.05516061,72.88293946,BRINDAVAN CHSL BLG C (A WING)_1U7,RFS,GHS,16,16,0,0%,Zero utilised
79378,BRINDAVAN CHSL_1U7,19.05516061,72.88293946,BRINDAVAN CHSL BLG C (B WING)_1U7,RFS,GHS,16,13,3,19%,Rest
196860,Brindavan Chs_PWU,19.12456269,72.91629247,Brindavan Chsl_PWU,RFS,High-Rise,8,7,1,13%,Rest
135890,Brindavan_KAB,19.07319284,72.86909953,Brindavan_KAB,RFS,High-rise,8,6,2,25%,Rest
46367,Brissa Enterprises_0E6,19.20616326,72.82385686,Brissa Enterprises Plot no 62-A_0E6,RFS,Flatbed,8,6,2,25%,Rest
14319,Brizo Residency_0B9,19.06177031,72.9175821,Brizo Residency_0B9,RFS,High-rise,144,68,76,53%,P1
14882,BROACH SADAN_MSD,18.95217944,72.83878456,BROACH SADAN_MSD,RFS,High-rise,40,29,11,28%,Rest
194507,All India Radio_FOZ,18.92905502,72.82608568,BROADCASTING HOUSE_FOZ,RFS,High-rise,64,46,18,28%,Rest
101371,Broadway Avenue_AM7,19.27914026,72.8699763,Broadway Avenue A Bldg No 14_AM7,RFS,High-rise,32,32,0,0%,Zero utilised
101371,Broadway Avenue_AM7,19.27914026,72.8699763,Broadway Avenue A Bldg No 15_AM7,RFS,High-rise,32,31,1,3%,Rest
101337,Broadway Avenue_AM7,19.27890354,72.87008369,Broadway Avenue A Bldg No 16_AM7,RFS,High-rise,32,28,4,13%,Rest
101337,Broadway Avenue_AM7,19.27890354,72.87008369,Broadway Avenue A Bldg No 17_AM7,RFS,High-rise,32,29,3,9%,Rest
59010,RNA Broadway Avenue_1R5,19.27902538,72.86951683,Broadway Avenue Bldg No-A12_1R5,RFS,High-rise,32,30,2,6%,Rest
59010,RNA Broadway Avenue_1R5,19.27902538,72.86951683,Broadway Avenue Bldg No-A13_1R5,RFS,High-rise,32,28,4,13%,Rest
129007,RNA Broadway Avenue_1R5,19.27919681,72.87036387,Broadway Avenue Bldg No-A18_1R5,RFS,High-Rise,32,31,1,3%,Rest
129007,RNA Broadway Avenue_1R5,19.27919681,72.87036387,Broadway Avenue Bldg No-A19_1R5,RFS,High-Rise,32,31,1,3%,Rest
53341,RNA Broadway Avenue_2UV,19.27850394,72.87011291,Broadway Avenue Bldg No-A7_2UV,RFS,High-rise,32,30,2,6%,Rest
53341,RNA Broadway Avenue_2UV,19.27850394,72.87011291,Broadway Avenue Bldg No-A8_2UV,RFS,High-rise,32,30,2,6%,Rest
53341,RNA Broadway Avenue_2UV,19.27850394,72.87011291,Broadway Avenue Bldg No-A9_2UV,RFS,High-rise,32,29,3,9%,Rest
47691,Broadway CHS LTD_THU,19.25505225,72.98089699,Broadway CHS LTD A WING_THU,RFS,High-rise,40,25,15,38%,Rest
47691,Broadway CHS LTD_THU,19.25505225,72.98089699,Broadway CHS LTD B WING_THU,RFS,High-rise,40,27,13,33%,Rest
14318,Broadway Premises_2ID,19.01635304,72.8471666,Broadway Premises_2ID,RFS,GHS,96,83,13,14%,Rest
129847,Brocha House_2LZ,18.91925916,72.83070707,Brocha House_2LZ,RFS,High-rise,16,15,1,6%,Rest
93780,Rosa MaNHattan_TIF,19.25836062,72.97804205,Bronx-Rosa MaNHattan (Fifth Avenue Tower-1)_TIF,RFS,High-rise,224,5,219,98%,P1
80509,Brook Hill Tower_ARL,19.14312409,72.82112165,Brook Hill Tower Wing-C_ARL,RFS,High-rise,16,15,1,6%,Rest
80509,Brook Hill Tower_ARL,19.14312409,72.82112165,Brook Hill Tower Wing-D_ARL,RFS,High-rise,16,13,3,19%,Rest
201261,Brooke Ville_MAC,19.0332344,72.84713371,Brooke Ville_MAC,RFS,High-rise,32,29,3,9%,Rest
38394,Brookhaven Condominium_3B4,19.13865168,72.86233641,Brookhaven Condominium A-Wing_3B4,RFS,High-rise,64,46,18,28%,Rest
38394,Brookhaven Condominium_3B4,19.13865168,72.86233641,Brookhaven Condominium B-Wing_3B4,RFS,High-rise,64,59,5,8%,Rest
18183,Brookhill CHS_2LX,19.25826636,72.98045037,Brookhill Chs_2LX,RFS,High-rise,64,53,11,17%,Rest
39570,Brookhill CHS_THR,19.25844293,72.98046877,Brookhill CHS_THR,RFS,High-rise,88,80,8,9%,Rest
14312,Brooklyn Hills Apartments_ARK,19.13802014,72.82534716,Brooklyn Hills Apartments_ARK,RFS,High-rise,80,52,28,35%,Rest
101790,Rosa MaNHattan_TIF,19.25844722,72.97799392,Brooklyn-Rosa MaNHattan (Fifth Avenue Tower-2)_TIF,RFS,High-rise,240,29,211,88%,P1
192324,Brother Bhatia_2GJ,19.03280649,72.84014538,Brother Bhatia Wing-A1_2GJ,RFS,GHS,24,20,4,17%,Rest
192325,Brother Bhatia_2GJ,19.0329181,72.8401507,Brother Bhatia Wing-A2_2GJ,RFS,GHS,24,20,4,17%,Rest
192326,Brother Bhatia_2GJ,19.03268841,72.84013852,Brother Bhatia Wing-A3_2GJ,RFS,GHS,24,17,7,29%,Rest
192327,Brother Bhatia_2GJ,19.03302457,72.83988999,Brother Bhatia Wing-B1_2GJ,RFS,GHS,24,22,2,8%,Rest
192328,Brother Bhatia_2GJ,19.03286863,72.83988329,Brother Bhatia Wing-B2_2GJ,RFS,GHS,24,23,1,4%,Rest
192329,Brother Bhatia_2GJ,19.03297149,72.83963145,Brother Bhatia Wing-C1_2GJ,RFS,GHS,16,12,4,25%,Rest
192330,Brother Bhatia_2GJ,19.03306657,72.83963413,Brother Bhatia Wing-C2_2GJ,RFS,GHS,16,11,5,31%,Rest
14311,Bryony Chs_ASK,19.1039785,72.89925289,Bryony Chs_ASK,RFS,High-rise,32,27,5,16%,Rest
131214,BS Bilimoria Building_CUB,18.91552948,72.82305021,BS Bilimoria Building_CUB,RFS,Flatbed,8,8,0,0%,Zero utilised
48018,BS PANTHAKY_APA,19.11593592,72.85127318,BS PANTHAKY BUILDING 19_APA,RFS,GHS,16,14,2,13%,Rest
197413,BSEL TECH PARK_VAE,19.06500215,72.99953772,BSEL TECH PARK-A_VAE,RFS,High-rise,48,34,14,29%,Rest
197414,BSEL TECH PARK_VAE,19.06476847,72.99963867,BSEL TECH PARK-B_VAE,RFS,High-rise,96,51,45,47%,Rest
197415,BSEL TECH PARK_VAE,19.06466315,72.99965013,BSEL TECH PARK-C_VAE,RFS,High-rise,48,24,24,50%,Rest
191667,BSNL Administrative_1BW,19.08312217,72.83050909,BSNL Administrative Wing A_1BW,RFS,High-rise,456,456,0,0%,P1
191668,BSNL Administrative_1BW,19.08316753,72.83049347,BSNL Administrative Wing B_1BW,RFS,High-rise,352,352,0,0%,P1
191669,BSNL Administrative_1BW,19.08277119,72.83053851,BSNL Administrative Wing C_1BW,RFS,High-rise,112,112,0,0%,P1
191670,BSNL Administrative_1BW,19.08334079,72.8304325,BSNL Administrative Wing D_1BW,RFS,High-rise,400,400,0,0%,P1
132804,BSNL Quarters_3P2,19.23015775,72.83611512,BSNL Quarter Type 2_3P2,RFS,High-rise,40,39,1,3%,Rest
132743,BSNL Quarters_3P2,19.23000222,72.83685225,BSNL Quarters Type 3_3P2,RFS,High-rise,32,28,4,13%,Rest
132742,BSNL Quarters_3P2,19.23058628,72.83666138,BSNL Quarters Type 4_3P2,RFS,GHS,16,9,7,44%,Rest
112786,BSS Foundation_0CD,19.01044488,73.03808921,BSS Foundation_0CD,RFS,Flatbed,8,2,6,75%,Rest
186079,BSUP_MK1,19.27200491,72.88555463,BSUP Wing-A Bldg No-06_MK1,RFS,High-rise,144,144,0,0%,P1
186079,BSUP_MK1,19.27200491,72.88555463,BSUP Wing-B Bldg No-06_MK1,RFS,High-rise,144,142,2,1%,P1
186071,BTB Nuts Pvt Ltd_FPP,19.11305253,73.02753909,BTB Nuts Pvt Ltd-Plot No. ATC 21_FPP,RFS,Flatbed,8,7,1,13%,Rest
196588,Bubana Bhavan_P7K,18.9533931,72.83000378,Bubana Bhavan_P7K,RFS,Flatbed,32,20,12,38%,Rest
192528,Buckley Court_2LZ,18.92284455,72.82983542,Buckley Court_2LZ,RFS,High-rise,32,30,2,6%,Rest
170348,Buddha Bhavan_ZAO,18.93627919,72.8322107,Buddha Bhavan-Siddhart College_ZAO,RFS,GHS,16,8,8,50%,Rest
133525,Buddha Pratisthaan_AV3,19.07969466,73.00299129,Buddha Pratisthaan_AV3,RFS,Flatbed,8,7,1,13%,Rest
14308,Buddhadev Vihar Housing Society_0KO,19.23571205,72.966556,Buddhadev Vihar Housing Society A/3_0KO,RFS,High-rise,16,14,2,13%,Rest
14308,Buddhadev Vihar Housing Society_0KO,19.23571205,72.966556,Buddhadev Vihar Housing Society B/4_0KO,RFS,High-rise,32,26,6,19%,Rest
14308,Buddhadev Vihar Housing Society_0KO,19.23571205,72.966556,Buddhadev Vihar Housing Society C/5_0KO,RFS,High-rise,32,28,4,13%,Rest
19946,Buena Vista Cooperative Housing Society_MMQ,19.19387826,72.83751792,Buena Vista Cooperative Housing Society_MMQ,RFS,High-rise,16,12,4,25%,Rest
3077,Build 102_KLF,18.95047571,72.83047035,Build 102_KLF,RFS,GHS,32,10,22,69%,Rest
3077,Build 108/116_KLF,18.95047571,72.83047035,Build 108/116_KLF,RFS,GHS,32,26,6,19%,Rest
3077,Build 11/13/15_KLF,18.95047571,72.83047035,Build 11/13/15_KLF,RFS,GHS,32,10,22,69%,Rest
3077,Build 18/20_KLF,18.95047571,72.83047035,Build 18/20_KLF,RFS,GHS,32,31,1,3%,Rest
3077,Build 19/21_KLF,18.95047571,72.83047035,Build 19/21_KLF,RFS,GHS,32,20,12,38%,Rest
3077,Build 22/24_KLF,18.95047571,72.83047035,Build 22/24_KLF,RFS,GHS,32,17,15,47%,Rest
3077,Build 26/28_KLF,18.95047571,72.83047035,Build 26/28_KLF,RFS,GHS,32,25,7,22%,Rest
3077,Build 39/41_KLF,18.95047571,72.83047035,Build 39/41_KLF,RFS,GHS,64,39,25,39%,Rest
3077,Build 46_KLF,18.95047571,72.83047035,Build 46_KLF,RFS,GHS,32,32,0,0%,Zero utilised
3077,Build 52/56_KLF,18.95047571,72.83047035,Build 52/56_KLF,RFS,GHS,32,32,0,0%,Zero utilised
3077,Build 57/59_KLF,18.95047571,72.83047035,Build 57/59_KLF,RFS,GHS,32,24,8,25%,Rest
3077,Build 58/60_KLF,18.95047571,72.83047035,Build 58/60_KLF,RFS,GHS,32,22,10,31%,Rest
3077,Build 62/68_KLF,18.95047571,72.83047035,Build 62/68_KLF,RFS,GHS,64,56,8,13%,Rest
3077,Build 76/80_KLF,18.95047571,72.83047035,Build 76/80_KLF,RFS,GHS,32,9,23,72%,Rest
3077,Build 8_KLF,18.95047571,72.83047035,Build 8_KLF,RFS,GHS,32,30,2,6%,Rest
3077,Build 85/87_KLF,18.95047571,72.83047035,Build 85/87_KLF,RFS,GHS,32,25,7,22%,Rest
3077,Build 88/90_KLF,18.95047571,72.83047035,Build 88/90_KLF,RFS,GHS,32,24,8,25%,Rest
3077,Build 92_KLF,18.95047571,72.83047035,Build 92_KLF,RFS,GHS,32,15,17,53%,Rest
103304,Build Arch Wisteria_2XC,19.0226289,72.84076647,Build Arch Wisteria_2XC,RFS,High-rise,24,23,1,4%,Rest
195457,Building 100/102_KLV,18.95128171,72.83428776,Building 100/102_KLV,RFS,Flatbed,16,7,9,56%,Rest
195458,Building 101_KLV,18.95245115,72.83311015,Building 101_KLV,RFS,Flatbed,24,11,13,54%,Rest
195292,Building 102_KLL,18.9514763,72.83372748,Building 102_KLL,RFS,Flatbed,16,4,12,75%,Rest
94329,Building - 108_PAF,18.93651962,72.83535764,Building 106-108_PAF,RFS,GHS,24,10,14,58%,Rest
1362,Building 107_KLV,18.95179382,72.8332185,Building 107_KLV,RFS,Flatbed,32,30,2,6%,Rest
196338,Daryasthan Street_MSG,18.95313108,72.83593277,Building 11 Daryasthan Street_MSG,RFS,GHS,24,12,12,50%,Rest
195459,Building 11/13_KLV,18.95243724,72.83284419,Building 11/13_KLV,RFS,Flatbed,48,3,45,94%,Rest
195460,Building 110_KLV,18.95226183,72.83293155,Building 110_KLV,RFS,Flatbed,48,17,31,65%,Rest
13986,Building 110-112_PAF,18.93668078,72.83571774,Building 110-112_PAF,RFS,GHS,24,22,2,8%,Rest
195461,Building 124_KLV,18.95192784,72.83298456,Building 124_KLV,RFS,Flatbed,48,17,31,65%,Rest
1362,Building 128_KLV,18.95179382,72.8332185,Building 128_KLV,RFS,Flatbed,32,23,9,28%,Rest
17899,Bldg No 129/31_P7K,18.95421486,72.83099405,Building 129/31_P7K,RFS,Flatbed,32,5,27,84%,Rest
1362,Building 129_KLV,18.95179382,72.8332185,Building 129_KLV,RFS,Flatbed,32,27,5,16%,Rest
195293,131/133_KLL,18.94868681,72.83506701,Building 131/133_KLL,RFS,Flatbed,16,5,11,69%,Rest
1362,Building 132_KLV,18.95179382,72.8332185,Building 132_KLV,RFS,Flatbed,32,29,3,9%,Rest
195294,Building No 137_KLL,18.94876285,72.8350199,Building 137_KLL,RFS,Flatbed,16,3,13,81%,Rest
195295,Building 138_KLL,18.95090742,72.83373247,Building 138_KLL,RFS,Flatbed,16,11,5,31%,Rest
195462,Building 138_KLV,18.95172804,72.8330711,Building 138_KLV,RFS,Flatbed,16,7,9,56%,Rest
195463,Building 14/16_KLV,18.9524883,72.83281126,Building 14/16_KLV,RFS,Flatbed,16,9,7,44%,Rest
1362,Building 145_KLV,18.95179382,72.8332185,Building 145_KLV,RFS,Flatbed,32,21,11,34%,Rest
1362,Building 151_KLV,18.95179382,72.8332185,Building 151_KLV,RFS,Flatbed,32,20,12,38%,Rest
195464,Building 152_KLV,18.9512042,72.83309853,Building 152_KLV,RFS,Flatbed,32,9,23,72%,Rest
1362,Building 154_KLV,18.95179382,72.8332185,Building 154_KLV,RFS,Flatbed,32,11,21,66%,Rest
1362,Building 157_KLV,18.95179382,72.8332185,Building 157_KLV,RFS,Flatbed,32,32,0,0%,Zero utilised
195465,Building 158_KLV,18.95143798,72.833126,Building 158_KLV,RFS,Flatbed,64,39,25,39%,Rest
1362,Building 16_KLV,18.95179382,72.8332185,Building 16_KLV,RFS,Flatbed,32,22,10,31%,Rest
195296,Building 161_KLL,18.9513611,72.83342976,Building 161_KLL,RFS,Flatbed,16,14,2,13%,Rest
1362,Building 17_KLV,18.95179382,72.8332185,Building 17_KLV,RFS,Flatbed,32,5,27,84%,Rest
72358,Building 178-180_KLC,18.95186909,72.829385,Building 178-180_KLC,RFS,GHS,24,14,10,42%,Rest
101755,Building 201_SF1,18.94938696,72.83535144,Building 201_SF1,RFS,Flatbed,16,15,1,6%,Rest
195466,Building 229_KLV,18.95263542,72.83338616,Building 229_KLV,RFS,Flatbed,16,6,10,63%,Rest
171383,Building 23/25_MSG,18.9529,72.835453,Building 23/25_MSG,RFS,GHS,8,7,1,13%,Rest
195467,Building 263_KLV,18.95160106,72.83327009,Building 263_KLV,RFS,Flatbed,16,10,6,38%,Rest
195468,Building 28_KLV,18.95227365,72.83331621,Building 28_KLV,RFS,Flatbed,16,4,12,75%,Rest
195469,Trade Centre_KLV,18.95161447,72.83310841,Building 3_KLV,RFS,Flatbed,64,30,34,53%,Rest
195297,Building No 30_KLL,18.95529941,72.83271602,Building 30_KLL,RFS,Flatbed,16,5,11,69%,Rest
195470,Building 34_KLV,18.95229902,72.83361736,Building 34_KLV,RFS,Flatbed,16,6,10,63%,Rest
17899,Building 38A_P7K,18.95421486,72.83099405,Building 38A_P7K,RFS,Flatbed,32,18,14,44%,Rest
195471,Trade Centre_KLV,18.95257534,72.83472468,Building 4_KLV,RFS,Flatbed,32,22,10,31%,Rest
195472,Building 40_KLV,18.95210645,72.83295511,Building 40_KLV,RFS,Flatbed,32,12,20,63%,Rest
103311,Building -415 (A to Z)_KLR,18.9475743,72.83322078,Building -415 (A to Z)_KLR,RFS,GHS,8,6,2,25%,Rest
195298,Building 43/45_KLL,18.9539971,72.83285868,Building 43/45_KLL,RFS,Flatbed,16,3,13,81%,Rest
25167,Bldg No 44/46_KLI,18.95142832,72.83151059,Building 44/46_KLI,RFS,Flatbed,32,7,25,78%,Rest
196376,Building 4A_MSL,18.9507286,72.838705,Building 4A_MSL,RFS,Flatbed,32,30,2,6%,Rest
81578,Building 51/53_KLI,18.95002599,72.83207715,Building 51/53_KLI,RFS,GHS,24,8,16,67%,Rest
195473,Building 51_KLV,18.95191934,72.83280211,Building 51_KLV,RFS,Flatbed,16,4,12,75%,Rest
17899,Building 52/46_P7K,18.95421486,72.83099405,Building 52/46_P7K,RFS,Flatbed,32,19,13,41%,Rest
195474,Building 54_KLV,18.95215071,72.83267284,Building 54_KLV,RFS,Flatbed,32,3,29,91%,Rest
195299,Building 59/61_KLL,18.95238131,72.83360855,Building 59/61_KLL,RFS,Flatbed,16,4,12,75%,Rest
195475,Building 59_KLV,18.95187772,72.83258777,Building 59_KLV,RFS,Flatbed,16,3,13,81%,Rest
195300,Building 72/74_KLL,18.95089302,72.83407558,Building 72/74_KLL,RFS,Flatbed,16,4,12,75%,Rest
200193,Building 74-76_MSG,18.95162198,72.83560481,Building 74-76_MSG,RFS,GHS,16,10,6,38%,Rest
195301,Bldg No 75_KLL,18.9511854,72.8343465,Building 75_KLL,RFS,Flatbed,32,22,10,31%,Rest
195476,Building 76/78_KLV,18.95157631,72.83426016,Building 76/78_KLV,RFS,Flatbed,24,9,15,63%,Rest
195302,Bldg No 76_KLL,18.95126748,72.83427387,Building 76_KLL,RFS,Flatbed,16,12,4,25%,Rest
195303,Building 82_KLL,18.95184831,72.83362725,Building 82_KLL,RFS,Flatbed,16,9,7,44%,Rest
195304,Building 83_KLL,18.95173842,72.83377516,Building 83_KLL,RFS,Flatbed,16,11,5,31%,Rest
195477,Building 86 B_KLV,18.95165002,72.83436648,Building 86 B_KLV,RFS,Flatbed,16,7,9,56%,Rest
195305,Building 90_KLL,18.95177119,72.83364415,Building 90_KLL,RFS,Flatbed,16,6,10,63%,Rest
195478,Building 93_KLV,18.95256935,72.83302415,Building 93_KLV,RFS,Flatbed,16,2,14,88%,Rest
195479,Building 94_KLV,18.95249932,72.83287368,Building 94_KLV,RFS,Flatbed,16,1,15,94%,Rest
1362,Building 98_KLV,18.95179382,72.8332185,Building 98_KLV,RFS,Flatbed,32,25,7,22%,Rest
195480,Building 99_KLV,18.9513827,72.83292536,Building 99_KLV,RFS,Flatbed,16,6,10,63%,Rest
79827,Building A/61_SCM,19.28031835,72.8580778,Building A/61_SCM,RFS,Flatbed,8,3,5,63%,Rest
195244,Building No - 109_KLK,18.94845519,72.82950971,Building No - 109_KLK,RFS,Flatbed,32,14,18,56%,Rest
195245,Building No - 15/17_KLK,18.94809598,72.83039508,Building No - 15/17_KLK,RFS,Flatbed,32,13,19,59%,Rest
195222,Bldg No 176_KLI,18.95018871,72.83284019,Building No - 176_KLI,RFS,Flatbed,32,11,21,66%,Rest
195246,Building No -250 A_KLK,18.94954776,72.83192394,Building No - 250 A Shaikh Memon Street_KLK,RFS,High-rise,32,30,2,6%,Rest
101510,Tell gally_KLF,18.95103965,72.83024155,Building no - 56 Tell gally_KLF,RFS,High-rise,32,10,22,69%,Rest
195247,Building No - 89/91_KLK,18.94828747,72.82970547,Building No - 89/91_KLK,RFS,Flatbed,32,16,16,50%,Rest
134446,Big 3 Building_CGD,18.94291751,72.82703883,Building No- 03 Dhobi Wadi_CGD,RFS,GHS,16,14,2,13%,Rest
195104,Building No 1/3_KLE,18.947118,72.82871092,Building No 1/3_KLE,RFS,Flatbed,32,20,12,38%,Rest
195402,Building No -103_KLR,18.9483687,72.83449848,Building No -103_KLR,RFS,Flatbed,32,9,23,72%,Rest
193165,Building No- 105_AB9,18.95143026,72.83709101,Building No- 105_AB9,RFS,Flatbed,32,22,10,31%,Rest
196377,Building No- 108_MSL,18.95086436,72.83993554,Building No- 108_MSL,RFS,Flatbed,64,50,14,22%,Rest
195059,Lata Kunj_KLC,18.95237739,72.82934189,Building No 11/12 Lata Kunj_KLC,RFS,High-rise,32,5,27,84%,Rest
17562,Building No 112_KLG,18.95473606,72.83109845,Building No 112_KLG,RFS,Flatbed,32,25,7,22%,Rest
102805,Building No 113_KLR,18.94882324,72.83406126,Building No -113 Sarang Street_KLR,RFS,High-rise,32,5,27,84%,Rest
195082,Building No -114_KLD,18.94871129,72.82943877,Building No -114_KLD,RFS,Flatbed,64,58,6,9%,Rest
25166,Building No- 116_KLM,18.95185999,72.83181056,Building No- 116_KLM,RFS,Flatbed,32,16,16,50%,Rest
195403,Building No -116_KLR,18.94898817,72.833957,Building No -116_KLR,RFS,Flatbed,64,36,28,44%,Rest
195425,BUILDING NO 12 /14_KLT,18.94838802,72.82525651,BUILDING NO 12 /14 Tadwadi_KLT,RFS,Flatbed,64,60,4,6%,Rest
195404,Building No -121_KLR,18.9482646,72.83436324,Building No -121_KLR,RFS,Flatbed,32,16,16,50%,Rest
